Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.435779889723163,11.441359662550619,643.4978113174438,,41,9,jalon_60_80
2,3.435792425035695,11.4413673893562,643.7716405391693,,35,6,442
3,3.43580799285473,11.441374495609107,643.8008647561073,,18,7,443
4,3.4358146899437196,11.441397086668449,643.9940262436867,,38,7,444
5,3.4358530719942704,11.441371857261359,644.0443575680256,,20,9,445
6,3.435937739220443,11.441374230436862,644.0079666376114,,19,8,447
7,3.4359370164984013,11.441374331946982,644.1700257360935,,18,3,448
8,3.435960736139919,11.44134799977944,643.7722997069359,,54,3,460
9,3.4359684100711316,11.441331535498646,643.6445175409317,,48,4,jalon_60_100
10,3.435961957763601,11.441397917017161,643.9800209999084,,57,2,449
11,3.4359464358489085,11.441410259269352,643.8968698382378,,27,9,450
12,3.435969495212282,11.44142203569228,643.9127131104469,,27,9,451
13,3.4359338763562683,11.441437732110348,644.0591241717339,,20,5,452
14,3.435956051717013,11.441461278551037,643.7406203746796,,14,1,453
15,3.435962365454224,11.44149220652735,643.9298580884933,,44,3,454
16,3.4359889821087335,11.441514588614082,643.4499590396881,,41,2,jalon_80_100
17,3.435931687220236,11.4415075622624,643.8883938193321,,43,3,455
18,3.4359213343817645,11.441476226646527,644.0079598426819,,17,6,456
19,3.4359210223123626,11.44145669234509,643.7703149914742,,12,2,457
20,3.435904020928611,11.441468606019182,643.9767946600914,,26,7,458
21,3.4358946270264172,11.441417818190493,643.9912358522415,,39,0,446
22,3.435874237334498,11.441443907713541,644.4012851938605,,40,3,461
23,3.435860211902264,11.441441131216918,644.1752558350563,,57,5,462
24,3.435845177138112,11.4414837286125,644.3092882782221,,20,6,463
25,3.4358806794469063,11.441487195440153,644.2537427842617,,18,7,559
26,3.4358387027746,11.441519605431326,643.8917057514191,,25,9,466
27,3.4358180832726033,11.441491682643319,643.8607527017593,,13,7,465
28,3.4358050485874414,11.441469004734119,643.8596622347832,,19,1,464
29,3.4358347327851524,11.44153781666814,643.6206195950508,-,39,8,467
