Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.435801409083175,11.441749266659551,647.684690117836,,45,4,jalon_80_80
2,3.4358690792940685,11.441750534558993,647.7413449287415,,35,9,468
3,3.4358829815204546,11.441797523121346,647.8222106695175,,49,8,469
4,3.435916800863623,11.441782523983202,648.0516297221184,,49,0,470
5,3.4359238255286066,11.441788733558136,648.1883206963539,,40,9,471
6,3.435944883503177,11.441815879649585,647.851435303688,,30,9,472
7,3.435962327410365,11.441791456227675,647.9472007751465,,33,7,473
8,3.43598284596781,11.441747569829655,647.6520549058914,,46,8,jalon_80_100
9,3.435959988594761,11.441869717938824,647.9557430744171,,19,6,476
10,3.4359565093367554,11.441887037222601,647.873568713665,,61,2,477
11,3.4359438580663526,11.441847626392352,648.0967076420784,,11,0,474
12,3.4359337234605345,11.441853633865811,647.8737769722939,,32,4,475
13,3.435910263550611,11.441869576740805,648.3039199411869,,46,5,478
14,3.435879641198222,11.441892770444726,648.3495526313782,,13,3,481
15,3.435869295286762,11.44188643529815,648.3176164627075,,22,3,482
16,3.4358734698194326,11.441927111390156,648.3176802992821,,18,7,480
17,3.435893791614935,11.441926422119574,648.7864647246897,,46,5,479
18,3.435824641017,11.441885582363868,648.1411004662514,,28,2,485
19,3.4357919504877508,11.441922076299178,647.8815425634384,,45,1,jalon_100_80
20,3.4358891800416265,11.441845532769022,648.4509284794331,,31,0,483
21,3.435892077371182,11.441835073357728,648.4433333873749,,36,4,484
22,3.4358006457354877,11.44184302015506,648.3949724435806,,45,7,486
