Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.43508491203423,11.441849652120508,-1.1402833461761475,,45,1,jalon_20_40
2,3.4351221974986936,11.441667835027475,-0.3921319544315338,,37,3,jalon_0_40
3,3.43505597854351,11.441719525710194,-0.717240035533905,,36,2,177
4,3.4350601163680197,11.44173087881637,-0.7856487035751343,,16,2,176
5,3.4350442551192453,11.44172401819357,-0.5232208967208862,,18,2,178
6,3.4350520716626987,11.441665721256557,-0.645056962966919,,54,1,179
7,3.4350132995294356,11.441656976828261,0.12347949296236038,,33,4,180
8,3.4349848963601373,11.441654637133578,-0.03605277091264725,,14,7,181
9,3.4349708449055005,11.441664762980352,-0.4265802502632141,,47,5,182
10,3.4349512896887826,11.44164017442037,-0.6878194808959961,,4,3,jalon_0_20
