Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.4352573818388215,11.441593522404624,752.3798258304596,,40,2,jalon_20_60
2,3.4352769072305915,11.441569139415886,752.7084386348724,,20,2,355
3,3.435274808503007,11.441546295959613,752.5414997339249,,28,7,356
4,3.435290054755933,11.441498926307906,752.9285953342915,,24,8,357
5,3.4353247498917834,11.441524920725783,752.7237327694893,,16,4,358
6,3.4353392056213323,11.441523323008514,752.7243139743805,,15,0,359
7,3.435393774592013,11.441584261699102,753.0370347499847,,53,3,360
8,3.4354025578268206,11.441594342874772,752.377135694027,,42,1,361
9,3.4354460992559557,11.441609764599248,752.3231173753738,,48,6,jalon_20_80
10,3.4354474266398185,11.441556258992298,752.6606860160828,,33,8,362
11,3.435434070376584,11.441535647069037,753.0973871350288,,74,9,363
12,3.435408211601657,11.4415402569635,752.6156296133995,,41,6,364
13,3.4354036089082913,11.441504706294076,752.8179891705513,,43,5,365
14,3.4354023218633283,11.441471764795146,753.56290563941,,41,9,370
15,3.435420423307285,11.441478365613863,752.6144822835922,,18,3,366
16,3.4354373687892727,11.441464090637378,752.6627438664436,,11,4,367
17,3.4354479450359645,11.44145038160821,752.661477804184,,45,7,268
18,3.435442351189426,11.441445530373807,752.5050365328789,,27,2,269
19,3.4354572981147085,11.441427293655954,752.1782077550888,,49,8,jalon_0_80
20,3.4353915683837783,11.441443978336332,752.7678154706955,,12,5,371
21,3.4353573474516703,11.441452586034057,752.947506159544,,48,1,372
22,3.435348572695246,11.44146484719576,752.7969462871552,,12,2,373
23,3.4353533454494665,11.441474348195838,752.7153064608574,,14,9,374
24,3.435286084697173,11.441431355280601,752.7245584130287,,32,6,375
25,3.435281713064137,11.441411737183792,752.6407188773155,,23,1,jalon_0_60
