Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.4350449070549285,11.441346506254797,680.2310928106308,,42,5,jalon_40_0
2,3.435051422090313,11.44137282789484,680.5310462117195,,45,4,37
3,3.435072220598175,11.441363748634492,680.6114999651909,,14,7,38
4,3.435114837911578,11.441380406782303,680.3513405919075,,48,1,39
5,3.435095675410009,11.441405712729049,680.7173200249672,,29,6,40
6,3.4351052517316307,11.441427383442441,680.9882672131062,,60,2,41
7,3.4351194792847513,11.441450826780772,680.7488588690758,,25,9,42
8,3.4351527804474205,11.441399009710965,680.6138272881508,,24,0,43
9,3.4351773941309527,11.441384596053402,680.9270533323288,,26,2,44
10,3.4352362387734505,11.441376167472553,680.3447334766388,,45,8,jalon_40_20
11,3.4352214821063525,11.441401563388958,681.0314620137215,,20,2,45
12,3.4352027867181074,11.441417085123268,680.9218116402626,,44,0,46
13,3.435171602431346,11.441437656252521,680.6323640942574,,40,4,47
14,3.4352170753383313,11.44143086258003,681.1646450012922,,15,6,48
15,3.4351974569553376,11.441460689378898,681.2681047567166,,19,6,49
16,3.435190015403699,11.441494276275609,680.8584176301956,,43,7,50
17,3.435171090225387,11.441500864905809,681.0806910842657,,25,2,51
18,3.435159158013283,11.44151483925593,680.7175096869469,,24,7,52
19,3.435124684212865,11.441496076512497,680.9249935150146,,15,8,53
20,3.4351207750429236,11.441482667966612,681.0336877703667,,16,8,54
21,3.4351050736604294,11.441498432956237,680.9262374937534,,42,0,55
22,3.4350731304865505,11.441476586893927,680.9864931702614,,39,0,56
23,3.4350634653480583,11.441468944422754,681.133374646306,,32,8,57
24,3.435031753958688,11.4415301969899,681.2000611424446,,5,4,jalon_60_0
25,3.435059886268875,11.441522180273303,681.1381970793009,,40,0
