Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.435084947642008,11.441847751281811,-0.9694485664367676,,52,3,jalon_40_20
2,3.435130198580362,11.44181269060477,-0.735835611820221,,22,4,145
3,3.435157345099878,11.441800025064701,-0.65125972032547,,29,7,146
4,3.435133824749772,11.44177406563012,-0.134762704372406,,71,3,147
5,3.435119435644226,11.441751524349442,-0.4358346462249756,,22,5,148
6,3.4351336348879706,11.441741000611765,-0.4657399654388428,,20,8,149
7,3.435203792704663,11.441744257031086,-0.16348956525325775,,46,7,150
8,3.435201274064557,11.441765713832025,-0.26977774500846863,,19,5,151
9,3.435207813236191,11.44181077864954,-0.39150071144104004,,36,4,152
10,3.435273051320072,11.441856929668415,-0.9888821840286255,,44,1,jalon_40_40
11,3.4352677686714475,11.441780729223739,-0.34064826369285583,,37,3,154.1
12,3.4352426872692616,11.441761733395616,-0.4440684914588928,,28,9,154
13,3.4352132269986924,11.441843117844801,-0.4934016466140747,,22,5,153
14,3.4352876516468935,11.441675856106212,-0.5837028622627258,,3,4,jalon_20_40
