Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.435629215251346,11.441885544354065,628.4441970586777,,46,8,jalon_80_60
2,3.435664565515013,11.44187573604774,628.528443813324,,44,6,294
3,3.4356837262604167,11.441878887726604,628.8478707075119,,28,5,295
4,3.435670835090219,11.44184523884769,628.8676028847694,,43,0,296
5,3.435680805463183,11.441829914065018,629.0883899331093,,27,3,297
6,3.4357226074356344,11.441842786485038,629.446769028902,,41,1,298
7,3.435748846989969,11.44184289289877,630.1052447557449,,55,5,299
8,3.4357764161189213,11.441914910138575,629.362797036767,,12,7,302
9,3.43578676717533,11.441930417300089,629.0680755376816,,13,1,303
10,3.4358072865786395,11.441951018724561,628.6174263954163,,47,3,jalon_80_80
11,3.435801013552806,11.441925082526911,628.9803981781006,,25,7,304
12,3.435806452443611,11.44187048531958,629.2923267781734,,12,3,301
13,3.435783326390761,11.441870121339322,629.2944318056107,,36,5,300
14,3.4357611355851256,11.441825855931144,629.396554350853,,16,7,306
15,3.435775704063399,11.441801010948074,629.2197466790676,,14,1,307
16,3.435821318403294,11.441804022199646,629.3263535797596,,15,9,305
17,3.435867009845018,11.441773315791673,628.7108426690102,,52,2,jalon_60_80
18,3.4357712070984023,11.441767436078457,629.3882319629192,,17,1,308
19,3.4357505915911677,11.441736034106341,629.3283630758524,,14,1,310
20,3.4357397918764185,11.441760799285355,629.1471120119095,,13,7,309
21,3.4357216799322465,11.44179075625329,629.2037570476532,,55,2,311
