Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.4358310777182672,11.441347764091487,705.6126064062119,,51,6,jalon_40_80
2,3.435761735858657,11.441404349679337,706.8696836456656,,28,5,329
3,3.4357542157079264,11.441379360657335,706.4840564131737,,16,9,330
4,3.4357529749335813,11.44136823056776,706.3503707051277,,22,6,331
5,3.43571636103716,11.441385309430796,706.2196542620659,,32,1,332
6,3.4356982765255957,11.44139281511661,706.1391379237175,,55,6,333
7,3.4356955917406156,11.441416199180816,705.787514925003,,57,5,334
8,3.4356935285594936,11.441375786164162,705.9922862052917,,26,1,336
9,3.4356736320471466,11.44136743077169,705.8303370475769,,20,3,335
10,3.435644883714022,11.441320476232978,705.5387235879898,,47,6,jalon_40_60
11,3.435625942500111,11.441507800186699,705.5885194540024,,39,2,jalon_60_60
