Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.435083502334,11.441850631348217,-1.1414107084274292,,33,3,jalon_20_20
2,3.435103655437627,11.441863222131333,-0.4157978296279907,,22,8,162
3,3.4351305466936144,11.441896273176244,-0.5970579385757446,,46,7,161
4,3.435159218317985,11.44188129695127,1.1580334901809692,,30,3,160
5,3.4351947112578314,11.44187655420289,-0.4467523694038391,,15,1,159
6,3.4352056545454355,11.441888765024181,-0.5386044383049011,,22,0,158
7,3.4352015269238776,11.441930976634527,-0.5680058002471924,,20,2,157
8,3.435222178740347,11.441936456250207,-0.31313201785087585,,17,8,156
9,3.435217302670656,11.441941958768913,-0.43094602227211,,20,9,155
10,3.435264587858997,11.441902894426663,-0.6008510589599609,,4,7,jalon_20_40
11,3.4352057392323028,11.442075454572128,-0.8756186366081238,,43,7,jalon_40_40
